CombinID,Player,Position,Height,Date_birth,Nationality,Website_player,Website_picture
20210224,F. Causeur,Alero,"1,96",16/06/1987,Francia,http://www.acb.com/jugador/temporada-a-temporada/id/20210224,http://static.acb.com/img/www/jugadores2021/RS311271_alt_40926.jpg
20212195,A. Randolph,Ala-pivot,"2,11",15/07/1989,Alemania,http://www.acb.com/jugador/temporada-a-temporada/id/20212195,http://static.acb.com/img/3f/44/3/154704pre7242.jpg
20211331,F. Campazzo,Base,"1,81",23/03/1991,Argentina,http://www.acb.com/jugador/temporada-a-temporada/id/20211331,http://static.acb.com/img/5f/6/5/64901pre455.jpg
20211947,N. Laprovittola,Base,"1,90",31/01/1990,Argentina,http://www.acb.com/jugador/temporada-a-temporada/id/20211947,http://static.acb.com/img/www/jugadores2021/RS311694_alt_40968.jpg
20200355,F. Reyes,Ala-pivot,"2,04",16/03/1980,España,http://www.acb.com/jugador/temporada-a-temporada/id/20200355,http://static.acb.com/img/www/jugadores2021/RS311430_alt_40941.jpg
20212952,G. Deck,Alero,"1,98",08/02/1995,Argentina,http://www.acb.com/jugador/temporada-a-temporada/id/20212952,http://static.acb.com/img/www/jugadores2021/RS311478_alt_40947.jpg
20212174,U. Garuba,Pivot,"2,03",09/03/2002,España,http://www.acb.com/jugador/temporada-a-temporada/id/20212174,http://static.acb.com/img/www/jugadores2021/RS312054_alt_41004.jpg
20202115,J. Carroll,Escolta,"1,88",16/04/1983,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/20202115,http://static.acb.com/img/www/jugadores2021/RS311544_alt_40956.jpg
20209407,W. Tavares,Pivot,"2,20",22/03/1992,CaboVerde,http://www.acb.com/jugador/temporada-a-temporada/id/20209407,http://static.acb.com/img/www/jugadores2021/RS312150_alt_41010.jpg
20201774,S. Llull,Escolta,"1,90",15/11/1987,España,http://www.acb.com/jugador/temporada-a-temporada/id/20201774,http://static.acb.com/img/www/jugadores2021/RS311880_alt_40986.jpg
30000026,J. Mickey,Pivot,"2,03",09/07/1994,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000026,http://static.acb.com/img/28/e/52/155202pre7287.jpg
20211614,J. Taylor,Alero,"2,01",23/05/1989,Suecia,http://www.acb.com/jugador/temporada-a-temporada/id/20211614,http://static.acb.com/img/www/jugadores2021/RS311613_alt_40962.jpg
30000066,J. Eddie,Ala-pivot,"2,01",30/10/1991,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000066,http://static.acb.com/img/17/43/2a/158196pre7698.jpg
20200274,R. Luz,Base,"1,88",11/02/1992,Brasil,http://www.acb.com/jugador/temporada-a-temporada/id/20200274,http://static.acb.com/img/2b/34/a/201513pre18282.jpg
20211609,D. Radoncic,Alero,"2,02",08/01/1999,Alemania,http://www.acb.com/jugador/temporada-a-temporada/id/20211609,http://static.acb.com/img/4c/22/47/294703pre36419.jpg
30000010,E. Lecomte,Base,"1,80",16/08/1995,Bélgica,http://www.acb.com/jugador/temporada-a-temporada/id/30000010,http://static.acb.com/img/46/43/1b/158343pre7725.jpg
20212191,G. Larentzakis,Escolta,"1,96",22/09/1993,Grecia,http://www.acb.com/jugador/temporada-a-temporada/id/20212191,http://static.acb.com/img/26/26/15/158130pre7680.jpg
20210914,E. Cate,Pivot,"2,07",30/07/1997,Rumanía,http://www.acb.com/jugador/temporada-a-temporada/id/20210914,http://static.acb.com/img/2/61/18/288784pre35854.jpg
20213001,E. Durán,Escolta,"1,91",01/05/1991,España,http://www.acb.com/jugador/temporada-a-temporada/id/20213001,http://static.acb.com/img/4d/45/31/158043pre7743.jpg
30000014,K. Hunt,Pivot,"2,08",31/10/1989,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000014,http://static.acb.com/img/1f/18/5e/158304pre7752.jpg
20211304,S. Rojas,Alero,"1,95",16/07/1989,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/20211304,http://static.acb.com/img/4d/55/16/289084pre35830.jpg
20212936,A. Booker,Base,"1,86",31/08/1993,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/20212936,http://static.acb.com/img/52/5a/2f/157896pre7770.jpg
20212289,K. Tumba,Pivot,"2,06",23/02/1991,Rep.DemocráticadelCongo,http://www.acb.com/jugador/temporada-a-temporada/id/20212289,http:/Images/Web/silueta2.gif
30000067,D. Sakota,Ala-pivot,"2,10",22/04/1986,Serbia,http://www.acb.com/jugador/temporada-a-temporada/id/30000067,http://static.acb.com/img/43/f/3f/157989pre7788.jpg
30000028,O. Enechionyia,Ala-pivot,"2,06",19/09/1995,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000028,http://static.acb.com/img/f/55/9/153084pre6876.jpg
20212935,D. Conger,Alero,"1,98",29/05/1990,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/20212935,http://static.acb.com/img/1a/c/23/152655pre6882.jpg
20211315,K. Rivers,Alero,"1,96",01/03/1987,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/20211315,http://www.acb.com/fotos_cara/jugadores/J1LELACB60.jpg
20209892,R. Malmanis,Ala-pivot,"2,04",12/04/1996,Letonia,http://www.acb.com/jugador/temporada-a-temporada/id/20209892,http://static.acb.com/img/63/59/1b/289048pre35842.jpg
20200483,A. Oliver,Base,"1,87",04/06/1978,España,http://www.acb.com/jugador/temporada-a-temporada/id/20200483,http://static.acb.com/img/e/4/1a/295504pre37163.jpg
20211333,T. Borg,Escolta,"1,84",02/11/1993,Suecia,http://www.acb.com/jugador/temporada-a-temporada/id/20211333,http://static.acb.com/img/56/18/2d/296755pre36539.jpg
30000031,AJ Slaughter,Escolta,"1,91",03/08/1987,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000031,http://static.acb.com/img/www/jugadores2021/RS316829_alt_43127.jpg
20204078,P. Almazán,Alero,"2,00",15/01/1989,España,http://www.acb.com/jugador/temporada-a-temporada/id/20204078,http://static.acb.com/img/3/52/c/296602pre36557.jpg
20201595,J. Martín,Ala-pivot,"2,02",22/04/1983,España,http://www.acb.com/jugador/temporada-a-temporada/id/20201595,http://static.acb.com/img/53/4b/2d/153027pre7002.jpg
30000029,E. Izundu,Pivot,"2,08",28/06/1996,Nigeria,http://www.acb.com/jugador/temporada-a-temporada/id/30000029,http://static.acb.com/img/5f/55/b/152727pre7008.jpg
30000030,K. Sipahi,Base,"1,97",26/05/1995,Kosovo,http://www.acb.com/jugador/temporada-a-temporada/id/30000030,http://static.acb.com/img/4e/2d/1a/152889pre7014.jpg
20212220,S. Whittington,Pivot,"2,08",27/03/1991,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/20212220,http://static.acb.com/img/3d/40/58/153291pre7020.jpg
20209525,N. Richotti,Escolta,"1,83",17/10/1986,Argentina,http://www.acb.com/jugador/temporada-a-temporada/id/20209525,http://www.acb.com/fotos_cara/jugadores/JT78LACB62.jpg
20211649,T. Rigo,Escolta,"1,93",08/05/1997,España,http://www.acb.com/jugador/temporada-a-temporada/id/20211649,http://static.acb.com/img/21/56/59/151003pre6287.jpg
20202077,J. Colom,Base,"1,88",01/11/1988,Andorra,http://www.acb.com/jugador/temporada-a-temporada/id/20202077,http://static.acb.com/img/www/jugadores2021/RS359485_alt_54758.jpg
20209139,E. Vicedo,Alero,"2,04",24/08/1994,España,http://www.acb.com/jugador/temporada-a-temporada/id/20209139,http://static.acb.com/img/38/4d/12/288019pre35622.jpg
30000091,K. Queeley,Escolta,"1,93",30/03/2001,St.KittsandNevis,http://www.acb.com/jugador/temporada-a-temporada/id/30000091,http://static.acb.com/img/www/jugadores2021/RS293344_alt_40642.jpg
30000068,M. Townes,Escolta,"1,93",03/09/1995,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000068,http://static.acb.com/img/59/2a/3/158385pre7689.jpg
20212350,I. Corraliza,Base,"1,94",28/02/2000,España,http://www.acb.com/jugador/temporada-a-temporada/id/20212350,http://static.acb.com/img/www/jugadores2021/RS288826_alt_53289.jpg
20209864,K. Singler,Alero,"2,03",04/05/1988,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/20209864,http://static.acb.com/img/47/b/22/80168pre3266.jpg
20201540,R. Fernández,Alero,"1,96",04/04/1985,España,http://www.acb.com/jugador/temporada-a-temporada/id/20201540,http://static.acb.com/img/www/jugadores2021/RS311802_alt_40980.jpg
20212264,A. Parrado,Ala-pivot,"2,04",24/06/2000,España,http://www.acb.com/jugador/temporada-a-temporada/id/20212264,http://static.acb.com/img/16/4c/42/282538pre37232.jpg
20204053,T. Bellas,Base,"1,85",24/06/1987,España,http://www.acb.com/jugador/temporada-a-temporada/id/20204053,http://static.acb.com/img/www/jugadores2021/RS314910_alt_42003.jpg
20212736,I. Varela,NA,NA,NA,NA,http://www.acb.com/jugador/temporada-a-temporada/id/20212736,NA
20212339,D. Orrit,Base,"1,88",01/10/2000,España,http://www.acb.com/jugador/temporada-a-temporada/id/20212339,http://static.acb.com/img/62/f/28/158694pre10212.jpg
20212990,D. Efambe,Ala-pivot,"2,01",05/05/2001,Congo,http://www.acb.com/jugador/temporada-a-temporada/id/20212990,http://static.acb.com/img/10/63/5d/71717pre3236.jpg
20210269,N. Radicevic,Base,"1,97",25/04/1994,Serbia,http://www.acb.com/jugador/temporada-a-temporada/id/20210269,http://static.acb.com/img/4f/23/31/153933pre6942.jpg
20212370,M. Stilma,Ala-pivot,"2,02",19/01/2000,España,http://www.acb.com/jugador/temporada-a-temporada/id/20212370,http://static.acb.com/img/2f/39/43/164978pre8246.jpg
20211643,A. Pustovyi,Pivot,"2,19",25/06/1992,Ucrania,http://www.acb.com/jugador/temporada-a-temporada/id/20211643,http://static.acb.com/img/58/27/5a/278836pre34234.jpg
20212967,C. Morgan,Ala-pivot,"2,06",03/08/1994,Canadá,http://www.acb.com/jugador/temporada-a-temporada/id/20212967,http://static.acb.com/img/4c/16/40/282646pre34731.jpg
20212744,M. Nakic,Alero,"1,99",14/06/2001,Serbia,http://www.acb.com/jugador/temporada-a-temporada/id/20212744,http://static.acb.com/img/25/a/18/155286pre7224.jpg
30000036,N. Stauskas,Escolta,"1,98",07/10/1993,Canadá,http://www.acb.com/jugador/temporada-a-temporada/id/30000036,http://static.acb.com/img/58/43/4b/162162pre8030.jpg
20211942,M. Ndour,NA,NA,,,http://www.acb.com/jugador/temporada-a-temporada/id/20211942,http:
20211372,A. Bartolomé,Alero,"1,99",23/09/1998,Andorra,http://www.acb.com/jugador/temporada-a-temporada/id/20211372,http://static.acb.com/img/11/5d/3a/264548pre30112.jpg
20213013,V. Villadóniga,Alero,"2,07",20/09/2000,España,http://www.acb.com/jugador/temporada-a-temporada/id/20213013,http:/Images/Web/silueta2.gif
20210230,R. Toolson,Escolta,"1,93",21/03/1985,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/20210230,http://static.acb.com/img/59/17/13/72032pre692.jpg
20213236,L. Mitrovic,Ala-pivot,"2,04",21/03/1993,Serbia,http://www.acb.com/jugador/temporada-a-temporada/id/20213236,http://static.acb.com/img/5e/18/18/103567pre3907.jpg
20212078,M. Peñarroya,Base,"1,90",17/04/2002,España,http://www.acb.com/jugador/temporada-a-temporada/id/20212078,http://static.acb.com/img/www/jugadores2021/RS294043_alt_39978.jpg
20209240,M. Niang,Pivot,"2,09",01/01/1994,Senegal,http://www.acb.com/jugador/temporada-a-temporada/id/20209240,http://static.acb.com/img/4c/1f/33/296374pre36581.jpg
20201869,A. Urtasun,Escolta,"1,95",30/04/1984,España,http://www.acb.com/jugador/temporada-a-temporada/id/20201869,http://static.acb.com/img/4c/19/33/284890pre35520.jpg
20210335,S. Martínez,Alero,"2,02",10/05/1999,España,http://www.acb.com/jugador/temporada-a-temporada/id/20210335,http://static.acb.com/img/55/31/8/279274pre34186.jpg
20212462,J. Kljajic,Escolta,"1,95",11/09/2001,Montenegro,http://www.acb.com/jugador/temporada-a-temporada/id/20212462,http://static.acb.com/img/www/jugadores2021/RS314997_alt_41991.jpg
20212883,P. Sánchez,Base,"1,89",18/10/2002,España,http://www.acb.com/jugador/temporada-a-temporada/id/20212883,http://static.acb.com/img/2c/56/48/291769pre37223.jpg
20213018,R. Macoha,Alero,"1,99",29/10/2002,Letonia,http://www.acb.com/jugador/temporada-a-temporada/id/20213018,http:/Images/Web/silueta2.gif
20211998,A. Etxeguren,Pivot,"2,06",26/11/2002,España,http://www.acb.com/jugador/temporada-a-temporada/id/20211998,http://static.acb.com/img/f/e/d/178576pre12172.jpg
30000131,L. Konate,Alero,"1,96",17/11/1991,Francia,http://www.acb.com/jugador/temporada-a-temporada/id/30000131,http://static.acb.com/img/45/d/30/174843pre11657.jpg
20210147,A. Font,Escolta,"1,94",11/03/1998,España,http://www.acb.com/jugador/temporada-a-temporada/id/20210147,http://static.acb.com/img/www/jugadores2021/RS318758_alt_43160.jpg
30000190,P. Buford,Alero,"1,98",25/01/1994,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000190,http://static.acb.com/img/2f/0/13/180205pre12300.jpg
20212443,L. Nelson,Escolta,"1,91",29/06/1995,ReinoUnido,http://www.acb.com/jugador/temporada-a-temporada/id/20212443,http://static.acb.com/img/9/52/24/185272pre14385.jpg
20200836,P. Ribas,Escolta,"1,94",02/03/1987,España,http://www.acb.com/jugador/temporada-a-temporada/id/20200836,http://static.acb.com/img/33/3f/2b/282997pre34689.jpg
20212941,D. Ennis,Escolta,"1,88",26/12/1991,Canadá,http://www.acb.com/jugador/temporada-a-temporada/id/20212941,http://static.acb.com/img/1/c/23/280738pre34567.jpg
20211615,T. Thompkins,Ala-pivot,"2,08",29/05/1990,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/20211615,http://static.acb.com/img/www/jugadores2021/RS311961_alt_40992.jpg
20212469,M. García,Alero,"1,88",03/02/2001,España,http://www.acb.com/jugador/temporada-a-temporada/id/20212469,http://www.acb.com/fotos_cara/jugadores/J55NLACB62.jpg
30000076,J. Rivero,Ala-pivot,"2,06",31/10/1993,Cuba,http://www.acb.com/jugador/temporada-a-temporada/id/30000076,http://static.acb.com/img/24/d/1a/293215pre36151.jpg
20212905,K. Diop,Pivot,"2,15",15/01/2002,Senegal,http://www.acb.com/jugador/temporada-a-temporada/id/20212905,http://static.acb.com/img/www/jugadores2021/RS282124_alt_39593.jpg
20209878,O. Stevic,Pivot,"2,04",18/01/1984,Serbia,http://www.acb.com/jugador/temporada-a-temporada/id/20209878,http://static.acb.com/img/www/jugadores2021/RS318677_alt_43121.jpg
20212204,A. Cvetkovic,Base,"1,88",12/09/1993,Serbia,http://www.acb.com/jugador/temporada-a-temporada/id/20212204,http://static.acb.com/img/5b/16/5f/287749pre35586.jpg
30000191,T. Douglas,Base,"1,88",16/03/1986,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000191,http://static.acb.com/img/54/58/23/190891pre15818.jpg
20210333,R. Carrasco,Base,"1,89",04/09/1999,España,http://www.acb.com/jugador/temporada-a-temporada/id/20210333,http:/Images/Web/silueta2.gif
20201910,D. Clark,Ala-pivot,"2,10",16/09/1988,ReinoUnido,http://www.acb.com/jugador/temporada-a-temporada/id/20201910,http://static.acb.com/img/54/5f/58/78676pre1798.jpg
20210685,S. García,Base,"1,93",17/02/1997,España,http://www.acb.com/jugador/temporada-a-temporada/id/20210685,http://static.acb.com/img/52/5b/60/278383pre33658.jpg
20211988,M. Ruiz,Base,"1,85",17/04/2002,España,http://www.acb.com/jugador/temporada-a-temporada/id/20211988,http://static.acb.com/img/45/28/55/264697pre29418.jpg
20211313,G. Bogris,Pivot,"2,10",19/02/1989,Grecia,http://www.acb.com/jugador/temporada-a-temporada/id/20211313,http://static.acb.com/img/25/20/45/284728pre34879.jpg
20210688,S. Wood,Escolta,"1,98",21/06/1990,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/20210688,http://www.acb.com/fotos_cara/jugadores/JH21LACB60.jpg
20210253,S. Mejri,Pivot,"2,17",15/06/1986,Túnez,http://www.acb.com/jugador/temporada-a-temporada/id/20210253,http://www.acb.com/fotos_cara/jugadores/J246LACB59.jpg
30000192,M. Krampelj,Ala-pivot,"2,06",10/03/1995,Eslovenia,http://www.acb.com/jugador/temporada-a-temporada/id/30000192,http://static.acb.com/img/4f/d/2c/201105pre18158.jpg
30000193,A. Brown,Alero,"2,01",10/10/1992,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000193,http://static.acb.com/img/5/31/53/201081pre18161.jpg
20212177,J. Jordan,Pivot,"2,15",29/09/1986,Jamaica,http://www.acb.com/jugador/temporada-a-temporada/id/20212177,http://static.acb.com/img/www/jugadores2021/RS323197_alt_44162.jpg
30000194,D. Apic,Ala-pivot,"2,06",03/10/1995,Serbia,http://www.acb.com/jugador/temporada-a-temporada/id/30000194,http://static.acb.com/img/22/3/32/205374pre19293.jpg
20212172,B. Tisma,Alero,"2,05",20/02/2002,Croacia,http://www.acb.com/jugador/temporada-a-temporada/id/20212172,http://static.acb.com/img/www/jugadores2021/RS338862_alt_49434.jpg
30000195,A. White,Ala-pivot,"2,06",10/09/1992,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000195,http://static.acb.com/img/4e/43/4a/201192pre18267.jpg
20212880,I. Tamba,Alero,"1,99",19/07/2001,España,http://www.acb.com/jugador/temporada-a-temporada/id/20212880,http:/Images/Web/silueta2.gif
20211359,J. Cal,Alero,"1,91",05/10/1996,España,http://www.acb.com/jugador/temporada-a-temporada/id/20211359,http://www.acb.com/fotos_cara/jugadores/J2DULACB61.jpg
30000016,T. Pavelka,Pivot,"2,17",22/09/2000,Eslovaquia,http://www.acb.com/jugador/temporada-a-temporada/id/30000016,http:/Images/Web/silueta2.gif
20204097,T. Heurtel,Base,"1,89",10/04/1989,Francia,http://www.acb.com/jugador/temporada-a-temporada/id/20204097,http://static.acb.com/img/5/5c/15/279313pre34180.jpg
30000153,Z. Maronka,Alero,"2,08",10/09/2002,Hungría,http://www.acb.com/jugador/temporada-a-temporada/id/30000153,http://static.acb.com/img/www/jugadores2021/RS283399_alt_53292.jpg
20212810,L. Lopez,Alero,"1,91",08/01/1999,Argentina,http://www.acb.com/jugador/temporada-a-temporada/id/20212810,http:/Images/Web/silueta2.gif
30000198,J. Cera,Base,"1,87",15/01/2003,España,http://www.acb.com/jugador/temporada-a-temporada/id/30000198,http://static.acb.com/img/11/30/36/185044pre19845.jpg
30000197,S. Christon,Base,"1,90",01/11/1992,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000197,http://static.acb.com/img/35/2a/32/213465pre22578.jpg
20210258,Z. Dragic,Escolta,"1,96",22/06/1989,Eslovenia,http://www.acb.com/jugador/temporada-a-temporada/id/20210258,http://static.acb.com/img/38/33/58/284332pre34797.jpg
30000199,A. Wroten Jr.,Escolta,"1,96",13/04/1993,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000199,http://static.acb.com/img/21/21/20/213897pre22698.jpg
20212412,E. Green II,Escolta,"1,90",09/05/1991,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/20212412,http://www.acb.com/fotos_cara/jugadores/J53PLACB62.jpg
20211644,M. Haws,Escolta,"1,95",19/12/1991,Bélgica,http://www.acb.com/jugador/temporada-a-temporada/id/20211644,http:/Images/Web/silueta2.gif
30000201,L. Beliauskas,Escolta,"1,92",02/03/1997,Lituania,http://www.acb.com/jugador/temporada-a-temporada/id/30000201,http://static.acb.com/img/2a/45/5/295846pre36473.jpg
30000209,J. Thompson,Pivot,"2,11",21/07/1986,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000209,http://static.acb.com/img/10/20/3a/213783pre22908.jpg
20211591,E. Jackson,Escolta,"1,90",18/09/1989,Francia,http://www.acb.com/jugador/temporada-a-temporada/id/20211591,http://static.acb.com/img/40/2/1c/213951pre22710.jpg
30000210,J. Randle,Base,"1,75",21/05/1987,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000210,http://static.acb.com/img/www/jugadores2021/RS323167_alt_44159.jpg
30000205,D. James,Ala-pivot,"2,03",04/05/1987,Guayana,http://www.acb.com/jugador/temporada-a-temporada/id/30000205,http://static.acb.com/img/34/38/3c/213549pre22617.jpg
30000211,Q. Serron,Escolta,"2,01",25/02/1990,Bélgica,http://www.acb.com/jugador/temporada-a-temporada/id/30000211,http://static.acb.com/img/2a/12/7/287458pre35878.jpg
30000204,R. Santos,Base,"1,85",11/12/2003,España,http://www.acb.com/jugador/temporada-a-temporada/id/30000204,http://static.acb.com/img/www/jugadores2021/RS307098_alt_39999.jpg
30000203,J. Godspower,Ala-pivot,"1,98",12/07/2002,España,http://www.acb.com/jugador/temporada-a-temporada/id/30000203,http:/Images/Web/silueta2.gif
30000206,M. Simonovic,Alero,"2,03",30/05/1986,Serbia,http://www.acb.com/jugador/temporada-a-temporada/id/30000206,http://static.acb.com/img/14/2e/5b/213882pre22701.jpg
20212407,G. Mekel,Base,"1,91",04/03/1988,Israel,http://www.acb.com/jugador/temporada-a-temporada/id/20212407,http://static.acb.com/img/15/4/4b/291487pre35734.jpg
30000202,M. Spagnolo,Base,"1,92",10/01/2003,Italia,http://www.acb.com/jugador/temporada-a-temporada/id/30000202,http://static.acb.com/img/www/jugadores2021/RS356009_alt_53927.jpg
30000133,M. Steinbergs,Ala-pivot,"2,08",28/08/2001,Estonia,http://www.acb.com/jugador/temporada-a-temporada/id/30000133,http:/Images/Web/silueta2.gif
30000212,B. Mullens,Pivot,"2,13",14/09/1989,EE.UU.,http://www.acb.com/jugador/temporada-a-temporada/id/30000212,http://static.acb.com/img/2c/29/28/215712pre23391.jpg
